orf_name,name,chr,strand,TSS,promoter_start,promoter_stop
YBL099W,ATP1,2,+,36763,36263,36763
YBL098W,BNA4,2,+,39122,38622,39122
YBL097W,BRN1,2,+,40778,40278,40778
YBL093C,ROX3,2,-,44995,44995,45495
YBL092W,RPL32,2,+,45579,45079,45579
YBL091C-A,SCS22,2,-,47190,47190,47690
YBL091C,MAP2,2,-,48656,48656,49156
YBL090W,MRP21,2,+,48791,48291,48791
YBL089W,AVT5,2,+,49507,49007,49507
YBL088C,TEL1,2,-,59434,59434,59934
YBL087C,RPL23A,2,-,60758,60758,61258
YBL086C,YBL086C,2,-,62723,62723,63223
YBL085W,BOI1,2,+,63658,63158,63658
YBL084C,CDC27,2,-,69540,69540,70040
YBL082C,ALG3,2,-,71406,71406,71906
YBL081W,YBL081W,2,+,71549,71049,71549
YBL080C,PET112,2,-,74775,74775,75275
YBL079W,NUP170,2,+,75203,74703,75203
YBL076C,ILS1,2,-,84267,84267,84767
YBL074C,AAR2,2,-,87801,87801,88301
YBL072C,RPS8A,2,-,89114,89114,89614
YBL069W,AST1,2,+,90667,90167,90667
YBL068W,PRS4,2,+,92363,91863,92363
YBL067C,UBP13,2,-,96171,96171,96671
YBL066C,SEF1,2,-,99055,99055,99555
YBL064C,PRX1,2,-,101226,101226,101726
YBL063W,KIP1,2,+,101888,101388,101888
YBL061C,SKT5,2,-,107512,107512,108012
YBL060W,YEL1,2,+,107872,107372,107872
YBL059W,YBL059W,2,+,110676,110176,110676
YBL058W,SHP1,2,+,111398,110898,111398
YBL057C,PTH2,2,-,113450,113450,113950
YBL056W,PTC3,2,+,113685,113185,113685
YBL055C,YBL055C,2,-,116818,116818,117318
YBL054W,YBL054W,2,+,117481,116981,117481
YBL052C,SAS3,2,-,122065,122065,122565
YBL051C,PIN4,2,-,124825,124825,125325
YBL050W,SEC17,2,+,125061,124561,125061
YBL047C,EDE1,2,-,132214,132214,132714
YBL046W,PSY4,2,+,132419,131919,132419
YBL045C,COR1,2,-,135643,135643,136143
YBL043W,ECM13,2,+,136558,136058,136558
YBL042C,FUI1,2,-,140319,140319,140819
YBL041W,PRE7,2,+,141219,140719,141219
YBL040C,ERD2,2,-,142903,142903,143403
YBL039C,URA7,2,-,145785,145785,146285
YBL038W,MRPL16,2,+,146133,145633,146133
YBL037W,APL3,2,+,147132,146632,147132
YBL036C,YBL036C,2,-,151272,151272,151772
YBL035C,POL12,2,-,153691,153691,154191
YBL034C,STU1,2,-,158218,158218,158718
YBL033C,RIB1,2,-,159712,159712,160212
YBL032W,HEK2,2,+,160097,159597,160097
YBL031W,SHE1,2,+,161668,161168,161668
YBL030C,PET9,2,-,164144,164144,164644
YBL027W,RPL19B,2,+,168374,167874,168374
YBL024W,NCL1,2,+,172531,172031,172531
YBL023C,MCM2,2,-,177614,177614,178114
YBL022C,PIM1,2,-,181397,181397,181897
YBL020W,RFT1,2,+,182322,181822,182322
YBL019W,APN2,2,+,184304,183804,184304
YBL017C,PEP1,2,-,191767,191767,192267
YBL016W,FUS3,2,+,192431,191931,192431
YBL015W,ACH1,2,+,194048,193548,194048
YBL014C,RRN6,2,-,201780,201780,202280
YBL011W,SCT1,2,+,203440,202940,203440
YBL010C,YBL010C,2,-,206946,206946,207446
YBL009W,ALK2,2,+,207155,206655,207155
YBL006C,LDB7,2,-,217136,217136,217636
YBL005W,PDR3,2,+,217411,216911,217411
YBL004W,UTP20,2,+,227532,227032,227532
YBR001C,NTH2,2,-,241433,241433,241933
YBR002C,RER2,2,-,242591,242591,243091
YBR003W,COQ1,2,+,242782,242282,242782
YBR004C,GPI18,2,-,245685,245685,246185
YBR005W,RCR1,2,+,245873,245373,245873
YBR006W,UGA2,2,+,246886,246386,246886
YBR007C,DSF2,2,-,251107,251107,251607
YBR008C,FLR1,2,-,254428,254428,254928
YBR011C,IPP1,2,-,258012,258012,258512
YBR014C,GRX7,2,-,267396,267396,267896
YBR017C,KAP104,2,-,273755,273755,274255
YBR021W,FUR4,2,+,281325,280825,281325
YBR022W,POA1,2,+,283676,283176,283676
YBR023C,CHS3,2,-,288074,288074,288574
YBR024W,SCO2,2,+,289353,288853,289353
YBR025C,OLA1,2,-,291886,291886,292386
YBR026C,ETR1,2,-,294040,294040,294540
YBR028C,YBR028C,2,-,296102,296102,296602
YBR029C,CDS1,2,-,297822,297822,298322
YBR030W,YBR030W,2,+,298021,297521,298021
YBR034C,HMT1,2,-,305990,305990,306490
YBR035C,PDX3,2,-,306982,306982,307482
YBR036C,CSG2,2,-,310361,310361,310861
YBR037C,SCO1,2,-,311492,311492,311992
YBR038W,CHS2,2,+,311856,311356,311856
YBR039W,ATP3,2,+,315488,314988,315488
YBR041W,FAT1,2,+,318213,317713,318213
YBR042C,CST26,2,-,321654,321654,322154
YBR043C,QDR3,2,-,324094,324094,324594
YBR044C,TCM62,2,-,326141,326141,326641
YBR046C,ZTA1,2,-,331540,331540,332040
YBR047W,FMP23,2,+,331778,331278,331778
YBR048W,RPS11B,2,+,332811,332311,332811
YBR049C,REB1,2,-,336939,336939,337439
YBR050C,REG2,2,-,338374,338374,338874
YBR052C,RFS1,2,-,339414,339414,339914
YBR053C,YBR053C,2,-,340761,340761,341261
YBR054W,YRO2,2,+,342785,342285,342785
YBR055C,PRP6,2,-,347323,347323,347823
YBR056W,YBR056W,2,+,347752,347252,347752
YBR057C,MUM2,2,-,353381,353381,353881
YBR058C,UBP14,2,-,356039,356039,356539
YBR059C,AKL1,2,-,360296,360296,360796
YBR060C,ORC2,2,-,362630,362630,363130
YBR061C,TRM7,2,-,365724,365724,366224
YBR062C,YBR062C,2,-,366629,366629,367129
YBR065C,ECM2,2,-,369748,369748,370248
YBR066C,NRG2,2,-,370749,370749,371249
YBR067C,TIP1,2,-,372783,372783,373283
YBR068C,BAP2,2,-,375726,375726,376226
YBR069C,TAT1,2,-,378535,378535,379035
YBR070C,ALG14,2,-,379984,379984,380484
YBR071W,YBR071W,2,+,380336,379836,380336
YBR072W,HSP26,2,+,381953,381453,381953
YBR073W,RDH54,2,+,383149,382649,383149
YBR074W,YBR074W,2,+,386276,385776,386276
YBR078W,ECM33,2,+,392942,392442,392942
YBR079C,RPG1,2,-,398296,398296,398796
YBR080C,SEC18,2,-,400910,400910,401410
YBR081C,SPT7,2,-,405391,405391,405891
YBR082C,UBC4,2,-,407228,407228,407728
YBR083W,TEC1,2,+,409116,408616,409116
YBR084W,MIS1,2,+,411034,410534,411034
YBR084C-A,RPL19A,2,-,415305,415305,415805
YBR085W,AAC3,2,+,415913,415413,415913
YBR086C,IST2,2,-,423338,423338,423838
YBR087W,RFC5,2,+,423748,423248,423748
YBR088C,POL30,2,-,425800,425800,426300
YBR092C,PHO3,2,-,429109,429109,429609
YBR093C,PHO5,2,-,430980,430980,431480
YBR094W,PBY1,2,+,431964,431464,431964
YBR095C,RXT2,2,-,435732,435732,436232
YBR096W,YBR096W,2,+,435933,435433,435933
YBR097W,VPS15,2,+,436914,436414,436914
YBR098W,MMS4,2,+,441511,441011,441511
YBR101C,FES1,2,-,444759,444759,445259
YBR102C,EXO84,2,-,447348,447348,447848
YBR103W,SIF2,2,+,447543,447043,447543
YBR104W,YMC2,2,+,449573,449073,449573
YBR105C,VID24,2,-,451989,451989,452489
YBR106W,PHO88,2,+,452619,452119,452619
YBR107C,IML3,2,-,454545,454545,455045
YBR108W,AIM3,2,+,454801,454301,454801
YBR110W,ALG1,2,+,458651,458151,458651
YBR111C,YSA1,2,-,461850,461850,462350
YBR112C,CYC8,2,-,465958,465958,466458
YBR114W,RAD16,2,+,467124,466624,467124
YBR115C,LYS2,2,-,474007,474007,474507
YBR118W,TEF2,2,+,477643,477143,477643
YBR119W,MUD1,2,+,479292,478792,479292
YBR121C,GRS1,2,-,483438,483438,483938
YBR122C,MRPL36,2,-,484530,484530,485030
YBR123C,TFC1,2,-,486753,486753,487253
YBR125C,PTC4,2,-,488553,488553,489053
YBR126C,TPS1,2,-,490493,490493,490993
YBR127C,VMA2,2,-,492880,492880,493380
YBR128C,ATG14,2,-,494141,494141,494641
YBR129C,OPY1,2,-,495368,495368,495868
YBR130C,SHE3,2,-,496923,496923,497423
YBR131W,CCZ1,2,+,497113,496613,497113
YBR132C,AGP2,2,-,501547,501547,502047
YBR133C,HSL7,2,-,504394,504394,504894
YBR136W,MEC1,2,+,505611,505111,505611
YBR137W,YBR137W,2,+,512946,512446,512946
YBR138C,YBR138C,2,-,515399,515399,515899
YBR139W,YBR139W,2,+,515653,515153,515653
YBR141C,YBR141C,2,-,528052,528052,528552
YBR142W,MAK5,2,+,528264,527764,528264
YBR143C,SUP45,2,-,532215,532215,532715
YBR145W,ADH5,2,+,533715,533215,533715
YBR146W,MRPS9,2,+,535191,534691,535191
YBR148W,YSW1,2,+,537683,537183,537683
YBR149W,ARA1,2,+,539912,539412,539912
YBR150C,TBS1,2,-,544518,544518,545018
YBR151W,APD1,2,+,544909,544409,544909
YBR153W,RIB7,2,+,547404,546904,547404
YBR154C,RPB5,2,-,549094,549094,549594
YBR155W,CNS1,2,+,549720,549220,549720
YBR156C,SLI15,2,-,553231,553231,553731
YBR157C,ICS2,2,-,554376,554376,554876
YBR158W,AMN1,2,+,556280,555780,556280
YBR159W,IFA38,2,+,558654,558154,558654
YBR160W,CDC28,2,+,559941,559441,559941
YBR161W,CSH1,2,+,561401,560901,561401
YBR162C,TOS1,2,-,564803,564803,565303
YBR163W,DEM1,2,+,565634,565134,565634
YBR164C,ARL1,2,-,568540,568540,569040
YBR165W,UBS1,2,+,568755,568255,568755
YBR166C,TYR1,2,-,571247,571247,571747
YBR168W,PEX32,2,+,572239,571739,572239
YBR170C,NPL4,2,-,578154,578154,578654
YBR171W,SEC66,2,+,578333,577833,578333
YBR172C,SMY2,2,-,581478,581478,581978
YBR175W,SWD3,2,+,582390,581890,582390
YBR176W,ECM31,2,+,583581,583081,583581
YBR177C,EHT1,2,-,586188,586188,586688
YBR179C,FZO1,2,-,589174,589174,589674
YBR181C,RPS6B,2,-,592822,592822,593322
YBR182C,SMP1,2,-,595022,595022,595522
YBR183W,YPC1,2,+,595901,595401,595901
YBR184W,YBR184W,2,+,597358,596858,597358
YBR185C,MBA1,2,-,599973,599973,600473
YBR187W,GDT1,2,+,602545,602045,602545
YBR189W,RPS9B,2,+,604465,603965,604465
YBR191W,RPL21A,2,+,606215,605715,606215
YBR192W,RIM2,2,+,607497,606997,607497
YBR193C,MED8,2,-,609808,609808,610308
YBR195C,MSI1,2,-,611870,611870,612370
YBR196C,PGI1,2,-,613930,613930,614430
YBR197C,YBR197C,2,-,615874,615874,616374
YBR198C,TAF5,2,-,618592,618592,619092
YBR199W,KTR4,2,+,618811,618311,618811
YBR200W,BEM1,2,+,620812,620312,620812
YBR201W,DER1,2,+,623435,622935,623435
YBR202W,MCM7,2,+,625737,625237,625737
YBR203W,COS111,2,+,628860,628360,628860
YBR204C,YBR204C,2,-,633438,633438,633938
YBR205W,KTR3,2,+,633570,633070,633570
YBR207W,FTH1,2,+,635089,634589,635089
YBR211C,AME1,2,-,647240,647240,647740
YBR212W,NGR1,2,+,647475,646975,647475
YBR213W,MET8,2,+,650211,649711,650211
YBR215W,HPC2,2,+,653310,652810,653310
YBR216C,YBP1,2,-,657628,657628,658128
YBR217W,ATG12,2,+,657780,657280,657780
YBR218C,PYC2,2,-,662306,662306,662806
YBR220C,YBR220C,2,-,664739,664739,665239
YBR221C,PDB1,2,-,666451,666451,666951
YBR222C,PCS60,2,-,668373,668373,668873
YBR223C,TDP1,2,-,670318,670318,670818
YBR225W,YBR225W,2,+,670487,669987,670487
YBR227C,MCX1,2,-,675187,675187,675687
YBR228W,SLX1,2,+,675308,674808,675308
YBR229C,ROT2,2,-,679223,679223,679723
YBR230C,OM14,2,-,680083,680083,680583
YBR231C,SWC5,2,-,683142,683142,683642
YBR233W,PBP2,2,+,683295,682795,683295
YBR234C,ARC40,2,-,686633,686633,687133
YBR235W,YBR235W,2,+,686815,686315,686815
YBR236C,ABD1,2,-,691726,691726,692226
YBR237W,PRP5,2,+,691920,691420,691920
YBR238C,YBR238C,2,-,697297,697297,697797
YBR239C,ERT1,2,-,700088,700088,700588
YBR241C,YBR241C,2,-,704277,704277,704777
YBR242W,YBR242W,2,+,704497,703997,704497
YBR243C,ALG7,2,-,706820,706820,707320
YBR245C,ISW1,2,-,711380,711380,711880
YBR246W,YBR246W,2,+,711543,711043,711543
YBR247C,ENP1,2,-,714471,714471,714971
YBR248C,HIS7,2,-,716548,716548,717048
YBR249C,ARO4,2,-,718079,718079,718579
YBR251W,MRPS5,2,+,721317,720817,721317
YBR254C,TRS20,2,-,724266,724266,724766
YBR255W,MTC4,2,+,724428,723928,724428
YBR256C,RIB5,2,-,728132,728132,728632
YBR257W,POP4,2,+,728849,728349,728849
YBR259W,YBR259W,2,+,730333,729833,730333
YBR260C,RGD1,2,-,734671,734671,735171
YBR261C,YBR261C,2,-,735550,735550,736050
YBR263W,SHM1,2,+,736219,735719,736219
YBR264C,YPT10,2,-,738402,738402,738902
YBR265W,TSC10,2,+,738541,738041,738541
YBR267W,REI1,2,+,739819,739319,739819
YBR270C,BIT2,2,-,744695,744695,745195
YBR271W,YBR271W,2,+,744830,744330,744830
YBR272C,HSM3,2,-,747825,747825,748325
YBR273C,UBX7,2,-,749397,749397,749897
YBR274W,CHK1,2,+,749553,749053,749553
YBR275C,RIF1,2,-,757215,757215,757715
YBR276C,PPS1,2,-,760134,760134,760634
YBR278W,DPB3,2,+,760272,759772,760272
YBR279W,PAF1,2,+,761225,760725,761225
YBR280C,SAF1,2,-,764696,764696,765196
YBR281C,DUG2,2,-,767651,767651,768151
YBR283C,SSH1,2,-,770564,770564,771064
YBR286W,APE3,2,+,774683,774183,774683
YBR287W,YBR287W,2,+,776534,776034,776534
YBR288C,APM3,2,-,779517,779517,780017
YBR289W,SNF5,2,+,779634,779134,779634
YBR290W,BSD2,2,+,782580,782080,782580
YBR291C,CTP1,2,-,784604,784604,785104
YBR293W,VBA2,2,+,787101,786601,787101
YBR294W,SUL1,2,+,789000,788500,789000
YBR295W,PCA1,2,+,792826,792326,792826
YBR296C,PHO89,2,-,798582,798582,799082
YBR297W,MAL33,2,+,800478,799978,800478
YCL064C,CHA1,3,-,16890,16890,17390
YCL063W,VAC17,3,+,17274,16774,17274
YCL061C,MRC1,3,-,22154,22154,22654
YCL059C,KRR1,3,-,23404,23404,23904
YCL057W,PRD1,3,+,24782,24282,24782
YCL055W,KAR4,3,+,27923,27423,27923
YCL054W,SPB1,3,+,31432,30932,31432
YCL052C,PBN1,3,-,35426,35426,35926
YCL051W,LRE1,3,+,35584,35084,35584
YCL050C,APA1,3,-,38863,38863,39363
YCL049C,YCL049C,3,-,40779,40779,41279
YCL047C,YCL047C,3,-,44457,44457,44957
YCL045C,YCL045C,3,-,46945,46945,47445
YCL044C,MGR1,3,-,48405,48405,48905
YCL043C,PDI1,3,-,50258,50258,50758
YCL040W,GLK1,3,+,50809,50309,50809
YCL039W,GID7,3,+,52625,52125,52625
YCL038C,ATG22,3,-,56583,56583,57083
YCL037C,SRO9,3,-,58745,58745,59245
YCL036W,GFD2,3,+,58972,58472,58972
YCL034W,LSB5,3,+,61634,61134,61634
YCL033C,YCL033C,3,-,63247,63247,63747
YCL032W,STE50,3,+,63364,62864,63364
YCL031C,RRP7,3,-,65619,65619,66119
YCL030C,HIS4,3,-,68393,68393,68893
YCL029C,BIK1,3,-,69981,69981,70481
YCL028W,RNQ1,3,+,70118,69618,70118
YCL027W,FUS1,3,+,71775,71275,71775
YCL026C-B,HBN1,3,-,74085,74085,74585
YCL025C,AGP1,3,-,77950,77950,78450
YCL024W,KCC4,3,+,79090,78590,79090
YCL017C,NFS1,3,-,94385,94385,94885
YCL016C,DCC1,3,-,95795,95795,96295
YCL014W,BUD3,3,+,96178,95678,96178
YCL011C,GBP2,3,-,103402,103402,103902
YCL010C,SGF29,3,-,104370,104370,104870
YCL009C,ILV6,3,-,105594,105594,106094
YCL008C,STP22,3,-,106857,106857,107357
YCL005W,LDB16,3,+,107975,107475,107975
YCL004W,PGS1,3,+,109025,108525,109025
YCL002C,YCL002C,3,-,111701,111701,112201
YCL001W,RER1,3,+,111895,111395,111895
YCR002C,CDC10,3,-,118391,118391,118891
YCR003W,MRPL32,3,+,118596,118096,118596
YCR004C,YCP4,3,-,120506,120506,121006
YCR005C,CIT2,3,-,122386,122386,122886
YCR008W,SAT4,3,+,128005,127505,128005
YCR009C,RVS161,3,-,131621,131621,132121
YCR011C,ADP1,3,-,137022,137022,137522
YCR012W,PGK1,3,+,137704,137204,137704
YCR015C,YCR015C,3,-,142192,142192,142692
YCR016W,YCR016W,3,+,143606,143106,143606
YCR017C,CWH43,3,-,147661,147661,148161
YCR019W,MAK32,3,+,152709,152209,152709
YCR023C,YCR023C,3,-,160459,160459,160959
YCR026C,NPP1,3,-,166409,166409,166909
YCR027C,RHB1,3,-,168170,168170,168670
YCR028C,FEN2,3,-,172538,172538,173038
YCR030C,SYP1,3,-,176493,176493,176993
YCR031C,RPS14A,3,-,178257,178257,178757
YCR032W,BPH1,3,+,179387,178887,179387
YCR033W,SNT1,3,+,186284,185784,186284
YCR034W,FEN1,3,+,190562,190062,190562
YCR035C,RRP43,3,-,193024,193024,193524
YCR036W,RBK1,3,+,193276,192776,193276
YCR037C,PHO87,3,-,197212,197212,197712
YCR042C,TAF2,3,-,205416,205416,205916
YCR044C,PER1,3,-,207964,207964,208464
YCR046C,IMG1,3,-,210425,210425,210925
YCR047C,BUD23,3,-,211630,211630,212130
YCR048W,ARE1,3,+,211881,211381,211881
YCR051W,YCR051W,3,+,214043,213543,214043
YCR052W,RSC6,3,+,214955,214455,214955
YCR053W,THR4,3,+,216652,216152,216652
YCR054C,CTR86,3,-,220141,220141,220641
YCR057C,PWP2,3,-,223286,223286,223786
YCR059C,YIH1,3,-,224243,224243,224743
YCR061W,YCR061W,3,+,225501,225001,225501
YCR065W,HCM1,3,+,229252,228752,229252
YCR066W,RAD18,3,+,231446,230946,231446
YCR067C,SED4,3,-,236425,236425,236925
YCR068W,ATG15,3,+,237079,236579,237079
YCR069W,CPR4,3,+,238904,238404,238904
YCR072C,RSA4,3,-,242374,242374,242874
YCR073C,SSK22,3,-,246645,246645,247145
YCR073W-A,SOL2,3,+,246923,246423,246923
YCR075C,ERS1,3,-,248833,248833,249333
YCR076C,YCR076C,3,-,250043,250043,250543
YCR077C,PAT1,3,-,252658,252658,253158
YCR079W,PTC6,3,+,252836,252336,252836
YCR084C,TUP1,3,-,262674,262674,263174
YCR086W,CSM1,3,+,263345,262845,263345
YCR088W,ABP1,3,+,265027,264527,265027
YCR089W,FIG2,3,+,267135,266635,267135
YCR090C,YCR090C,3,-,272888,272888,273388
YCR092C,MSH3,3,-,279853,279853,280353
YCR093W,CDC39,3,+,280084,279584,280084
YCR094W,CDC50,3,+,286696,286196,286696
YCR095C,OCA4,3,-,289293,289293,289793
YCR098C,GIT1,3,-,298576,298576,299076
YCR106W,RDS1,3,+,310925,310425,310925
YDL240W,LRG1,4,+,22651,22151,22651
YDL238C,GUD1,4,-,30482,30482,30982
YDL237W,LRC1,4,+,30625,30125,30625
YDL236W,PHO13,4,+,32259,31759,32259
YDL235C,YPD1,4,-,34042,34042,34542
YDL234C,GYP7,4,-,36615,36615,37115
YDL233W,YDL233W,4,+,36775,36275,36775
YDL231C,BRE4,4,-,42356,42356,42856
YDL230W,PTP1,4,+,42675,42175,42675
YDL227C,HO,4,-,48071,48071,48571
YDL226C,GCS1,4,-,52197,52197,52697
YDL225W,SHS1,4,+,52396,51896,52396
YDL220C,CDC13,4,-,65043,65043,65543
YDL219W,DTD1,4,+,65217,64717,65217
YDL217C,TIM22,4,-,68767,68767,69267
YDL216C,RRI1,4,-,70315,70315,70815
YDL215C,GDH2,4,-,74107,74107,74607
YDL213C,NOP6,4,-,77976,77976,78476
YDL212W,SHR3,4,+,78380,77880,78380
YDL211C,YDL211C,4,-,80446,80446,80946
YDL209C,CWC2,4,-,87249,87249,87749
YDL207W,GLE1,4,+,88211,87711,88211
YDL206W,YDL206W,4,+,90015,89515,90015
YDL205C,HEM3,4,-,93943,93943,94443
YDL203C,ACK1,4,-,98153,98153,98653
YDL202W,MRPL11,4,+,98422,97922,98422
YDL201W,TRM8,4,+,99494,98994,99494
YDL200C,MGT1,4,-,101104,101104,101604
YDL198C,GGC1,4,-,104657,104657,105157
YDL197C,ASF2,4,-,106509,106509,107009
YDL195W,SEC31,4,+,107090,106590,107090
YDL194W,SNF3,4,+,111377,110877,111377
YDL193W,NUS1,4,+,114606,114106,114606
YDL192W,ARF1,4,+,116285,115785,116285
YDL191W,RPL35A,4,+,117606,117106,117606
YDL190C,UFD2,4,-,121788,121788,122288
YDL189W,RBS1,4,+,122027,121527,122027
YDL188C,PPH22,4,-,125181,125181,125681
YDL185W,TFP1,4,+,126690,126190,126690
YDL183C,YDL183C,4,-,131908,131908,132408
YDL182W,LYS20,4,+,133412,132912,133412
YDL180W,YDL180W,4,+,135771,135271,135771
YDL179W,PCL9,4,+,138197,137697,138197
YDL178W,DLD2,4,+,139506,139006,139506
YDL177C,YDL177C,4,-,141774,141774,142274
YDL176W,YDL176W,4,+,141972,141472,141972
YDL175C,AIR2,4,-,145543,145543,146043
YDL174C,DLD1,4,-,147692,147692,148192
YDL173W,YDL173W,4,+,148143,147643,148143
YDL171C,GLT1,4,-,155897,155897,156397
YDL170W,UGA3,4,+,156291,155791,156291
YDL168W,SFA1,4,+,159549,159049,159549
YDL167C,NRP1,4,-,163198,163198,163698
YDL166C,FAP7,4,-,164097,164097,164597
YDL165W,CDC36,4,+,164229,163729,164229
YDL164C,CDC9,4,-,167306,167306,167806
YDL161W,ENT1,4,+,167699,167199,167699
YDL160C,DHH1,4,-,172215,172215,172715
YDL159W,STE7,4,+,172436,171936,172436
YDL156W,YDL156W,4,+,174825,174325,174825
YDL155W,CLB3,4,+,176634,176134,176634
YDL153C,SAS10,4,-,183045,183045,183545
YDL150W,RPC53,4,+,183233,182733,183233
YDL149W,ATG9,4,+,184881,184381,184881
YDL148C,NOP14,4,-,190617,190617,191117
YDL147W,RPN5,4,+,190874,190374,190874
YDL146W,LDB17,4,+,192568,192068,192568
YDL145C,COP1,4,-,198432,198432,198932
YDL144C,YDL144C,4,-,199743,199743,200243
YDL143W,CCT4,4,+,199962,199462,199962
YDL142C,CRD1,4,-,202635,202635,203135
YDL141W,BPL1,4,+,202801,202301,202801
YDL140C,RPO21,4,-,211105,211105,211605
YDL139C,SCM3,4,-,212078,212078,212578
YDL138W,RGT2,4,+,213176,212676,213176
YDL137W,ARF2,4,+,216037,215537,216037
YDL136W,RPL35B,4,+,217535,217035,217535
YDL135C,RDI1,4,-,219333,219333,219833
YDL134C,PPH21,4,-,221283,221283,221783
YDL133W,YDL133W,4,+,222292,221792,222292
YDL132W,CDC53,4,+,223990,223490,223990
YDL131W,LYS21,4,+,227357,226857,227357
YDL130W,RPP1B,4,+,229870,229370,229870
YDL129W,YDL129W,4,+,230872,230372,230872
YDL128W,VCX1,4,+,232591,232091,232591
YDL127W,PCL2,4,+,234856,234356,234856
YDL126C,CDC48,4,-,238714,238714,239214
YDL125C,HNT1,4,-,239598,239598,240098
YDL124W,YDL124W,4,+,240214,239714,240214
YDL120W,YFH1,4,+,245843,245343,245843
YDL117W,CYK3,4,+,248260,247760,248260
YDL116W,NUP84,4,+,251499,250999,251499
YDL115C,IWR1,4,-,255168,255168,255668
YDL113C,ATG20,4,-,258641,258641,259141
YDL112W,TRM3,4,+,258835,258335,258835
YDL111C,RRP42,4,-,264171,264171,264671
YDL108W,KIN28,4,+,267675,267175,267675
YDL107W,MSS2,4,+,268900,268400,268900
YDL106C,PHO2,4,-,271965,271965,272465
YDL105W,NSE4,4,+,272348,271848,272348
YDL104C,QRI7,4,-,274897,274897,275397
YDL103C,QRI1,4,-,276654,276654,277154
YDL102W,POL3,4,+,276780,276280,276780
YDL101C,DUN1,4,-,281909,281909,282409
YDL100C,GET3,4,-,283212,283212,283712
YDL099W,BUG1,4,+,283399,282899,283399
YDL098C,SNU23,4,-,285166,285166,285666
YDL097C,RPN6,4,-,286727,286727,287227
YDL095W,PMT1,4,+,286979,286479,286979
YDL093W,PMT5,4,+,289884,289384,289884
YDL091C,UBX3,4,-,294855,294855,295355
