orf_name,TSS,PAS,manually_curated_TSS
YDL241W,20553,21255,FALSE
YDL240W,22651,26119,FALSE
YDL238C,30482,28919,FALSE
YDL237W,30625,32012,FALSE
YDL236W,32259,33416,FALSE
YDL235C,34042,33272,FALSE
YDL234C,36615,34201,FALSE
YDL233W,36775,38351,FALSE
YDL232W,38469,38856,FALSE
YDL231C,42356,38808,FALSE
YDL230W,42675,43744,FALSE
YDL229W,44036,46013,FALSE
YDL227C,48071,46212,FALSE
YDL226C,52197,50886,FALSE
YDL225W,52396,54186,FALSE
YDL220C,65043,,FALSE
YDL219W,65217,66036,FALSE
YDL217C,68767,67906,FALSE
YDL216C,70315,68884,FALSE
YDL215C,74107,70487,FALSE
YDL213C,77976,77229,FALSE
YDL212W,78380,79207,FALSE
YDL211C,80446,79144,FALSE
YDL209C,87249,86012,FALSE
YDL208W,87468,88110,FALSE
YDL207W,88211,89945,FALSE
YDL206W,90015,92491,FALSE
YDL205C,93943,92517,FALSE
YDL203C,98153,95823,FALSE
YDL202W,98422,99371,FALSE
YDL201W,99494,100505,FALSE
YDL200C,101104,100432,FALSE
YDL198C,104657,103528,FALSE
YDL197C,106509,104743,FALSE
YDL195W,107090,111216,FALSE
YDL194W,111377,114402,FALSE
YDL193W,114606,116000,FALSE
YDL192W,116285,117021,FALSE
YDL191W,117606,118617,FALSE
YDL190C,121788,118656,FALSE
YDL189W,122027,123684,FALSE
YDL188C,125181,123712,FALSE
YDL185W,126690,130108,FALSE
YDL184C,130507,130198,FALSE
YDL183C,131908,130732,FALSE
YDL182W,133412,134816,FALSE
YDL181W,135017,135545,FALSE
YDL180W,135771,137584,FALSE
YDL179W,138197,139358,FALSE
YDL178W,139506,141178,FALSE
YDL177C,141774,141120,FALSE
YDL176W,141972,144339,FALSE
YDL175C,145543,144267,FALSE
YDL174C,147692,145735,FALSE
YDL173W,148143,149205,FALSE
YDL171C,155897,149074,FALSE
YDL170W,156291,158036,FALSE
YDL168W,159549,160817,FALSE
YDL167C,163198,160817,FALSE
YDL166C,164097,163388,FALSE
YDL165W,164229,164906,FALSE
YDL164C,167306,164827,FALSE
YDL161W,167699,169183,FALSE
YDL160C-A,169637,169108,FALSE
YDL160C,172215,170233,FALSE
YDL159W,172436,174225,FALSE
YDL157C,174604,174073,FALSE
YDL156W,174825,,FALSE
YDL155W,176634,178195,FALSE
YDL153C,183045,181046,FALSE
YDL150W,183233,184686,FALSE
YDL149W,184881,188019,FALSE
YDL148C,190617,187951,FALSE
YDL147W,190874,192408,FALSE
YDL146W,192568,194285,FALSE
YDL145C,198432,194410,FALSE
YDL144C,199743,198571,FALSE
YDL143W,199962,201681,FALSE
YDL142C,202635,201593,FALSE
YDL141W,202801,205375,FALSE
YDL140C,211105,205240,FALSE
YDL139C,212078,211233,FALSE
YDL138W,213176,215719,FALSE
YDL137W,216037,217226,FALSE
YDL136W,217535,218455,FALSE
YDL135C,219333,218590,FALSE
YDL134C,221283,219555,FALSE
YDL133C-A,221819,221523,FALSE
YDL133W,222292,223781,FALSE
YDL132W,223990,226913,FALSE
YDL131W,227357,228817,FALSE
YDL130W-A,229095,229589,FALSE
YDL130W,229870,230620,FALSE
YDL129W,230872,,FALSE
YDL128W,232591,234060,FALSE
YDL127W,234856,236020,FALSE
YDL126C,238714,236081,FALSE
YDL125C,239598,238906,FALSE
YDL124W,240214,241269,FALSE
YDL123W,241405,,FALSE
YDL121C,245593,244933,FALSE
YDL120W,245843,246601,FALSE
YDL117W,248260,251372,FALSE
YDL116W,251499,253845,FALSE
YDL115C,255168,253903,FALSE
YDL113C,258641,256537,FALSE
YDL112W,258835,263334,FALSE
YDL111C,264171,263268,FALSE
YDL110C,265021,264408,FALSE
YDL108W,267675,268785,FALSE
YDL107W,268900,270126,FALSE
YDL106C,271965,270094,FALSE
YDL105W,272348,273756,FALSE
YDL104C,274897,273569,FALSE
YDL103C,276654,275055,FALSE
YDL102W,276780,280288,FALSE
YDL101C,281909,280198,FALSE
YDL100C,283212,282036,FALSE
YDL099W,283399,284532,FALSE
YDL098C,285166,284443,FALSE
YDL097C,286727,285293,FALSE
YDL095W,286979,289607,FALSE
YDL093W,289884,292420,FALSE
YDL092W,292758,293357,FALSE
YDL091C,294855,293298,FALSE
YDL090C,296315,294961,FALSE
YDL089W,296494,298382,FALSE
YDL088C,300131,298263,FALSE
YDL087C,301015,300052,FALSE
YDL086W,301408,302301,FALSE
YDL085C-A,302729,302223,FALSE
YDL084W,305121,306664,FALSE
YDL083C,307819,306796,FALSE
YDL082W,308352,309530,FALSE
YDL081C,310188,309694,FALSE
YDL080C,312680,310474,FALSE
YDL079C,314982,312823,FALSE
YDL078C,316460,315273,FALSE
YDL077C,320290,316856,FALSE
YDL076C,321675,320409,FALSE
YDL075W,322195,323055,FALSE
YDL074C,326221,323953,FALSE
YDL073W,326433,329623,FALSE
YDL072C,330518,329748,FALSE
YDL070W,330993,333097,FALSE
YDL069C,333642,333003,FALSE
YDL067C,334442,333983,FALSE
YDL066W,334818,336219,FALSE
YDL065C,337318,336217,FALSE
YDL064W,337447,338170,FALSE
YDL063C,340202,338128,FALSE
YDL061C,341215,340461,FALSE
YDL060W,341599,344124,FALSE
YDL059C,345066,343972,FALSE
YDL058W,345585,351190,FALSE
YDL057W,351387,352461,FALSE
YDL056W,352762,355453,FALSE
YDL055C,356908,355431,FALSE
YDL054C,361371,359742,FALSE
YDL053C,362454,361509,FALSE
YDL052C,363619,362582,FALSE
YDL051W,363910,364891,FALSE
YDL049C,366051,,FALSE
YDL047W,369564,371026,FALSE
YDL046W,371170,372035,FALSE
YDL045W-A,372201,372653,FALSE
YDL045C,373741,372558,FALSE
YDL044C,375291,373884,FALSE
YDL043C,376530,375604,FALSE
YDL042C,378502,376640,FALSE
YDL040C,381462,378759,FALSE
YDL037C,385763,,FALSE
YDL036C,388879,387374,FALSE
YDL035C,392339,389035,FALSE
YDL033C,393957,392404,FALSE
YDL031W,394162,397290,FALSE
YDL030W,397456,399218,FALSE
YDL029W,399310,400759,FALSE
YDL028C,403413,400830,FALSE
YDL027C,405001,403685,FALSE
YDL025C,407414,405149,FALSE
YDL022W,411758,413154,FALSE
YDL021W,413916,415122,FALSE
YDL020C,416950,415065,FALSE
YDL019C,421722,417578,FALSE
YDL018C,423568,422563,FALSE
YDL017W,424184,425844,FALSE
YDL015C,426978,425756,FALSE
YDL014W,427219,428560,FALSE
YDL013W,428928,431022,FALSE
YDL012C,431532,430942,FALSE
YDL010W,432295,433310,FALSE
YDL008W,433495,434091,FALSE
YDL007W,438007,439420,FALSE
YDL006W,439559,440856,FALSE
YDL005C,442347,440767,FALSE
YDL004W,442984,443707,FALSE
YDL003W,444583,446488,FALSE
YDL002C,447646,446682,FALSE
YDL001W,447924,449390,FALSE
YDR001C,452542,450144,FALSE
YDR002W,452988,453832,FALSE
YDR003W,454002,455071,FALSE
YDR004W,455238,456741,FALSE
YDR005C,458218,456667,FALSE
YDR006C,461396,458453,FALSE
YDR007W,461806,462609,FALSE
YDR011W,465596,470602,FALSE
YDR012W,471819,473016,FALSE
YDR013W,473139,473870,FALSE
YDR014W,474052,476344,FALSE
YDR014W-A,477789,478429,FALSE
YDR016C,478789,478367,FALSE
YDR017C,482279,478943,FALSE
YDR018C,483926,,FALSE
YDR019C,485367,483984,FALSE
YDR020C,486571,,FALSE
YDR021W,486695,488059,FALSE
YDR022C,488688,487959,FALSE
YDR023W,489472,491027,FALSE
YDR025W,491499,492419,FALSE
YDR026C,494409,492503,FALSE
YDR027C,497433,494574,FALSE
YDR028C,501357,497555,FALSE
YDR030C,503279,501704,FALSE
YDR031W,503489,504009,FALSE
YDR032C,504762,503944,FALSE
YDR033W,507899,509445,FALSE
YDR034C,512246,509662,FALSE
YDR034C-A,520904,,FALSE
YDR034W-B,521272,521759,FALSE
YDR035W,521785,523074,FALSE
YDR036C,524764,523080,FALSE
YDR037W,525408,527279,FALSE
YDR038C,530802,527277,FALSE
YDR039C,534676,531186,FALSE
YDR040C,538910,535064,FALSE
YDR041W,539793,540584,FALSE
YDR042C,541276,540490,FALSE
YDR043C,543570,542550,FALSE
YDR044W,546491,547776,FALSE
YDR045C,548464,547757,FALSE
YDR046C,550665,548670,FALSE
YDR047W,551735,553023,FALSE
YDR049W,553227,555282,FALSE
YDR050C,556501,555637,FALSE
YDR051C,558105,556998,FALSE
YDR052C,560779,558269,FALSE
YDR054C,562500,561081,FALSE
YDR055W,563465,565001,FALSE
YDR056C,565697,564918,FALSE
YDR057W,565889,567694,FALSE
YDR058C,568741,567590,FALSE
YDR059C,569835,569135,FALSE
YDR060W,570556,573812,FALSE
YDR062W,576094,578445,FALSE
YDR063W,578523,579212,FALSE
YDR064W,579424,580529,FALSE
YDR065W,580686,,FALSE
YDR066C,582619,581879,FALSE
YDR067C,583539,582759,FALSE
